timestamp_ms,gaze_x,gaze_y,yaw_deg,pitch_deg,aoi_id,confidence
0.0,624.137550496842,363.8491405366124,-0.49570154697368807,0.16038085569218596,R2C2,0.95
33.0,602.0734730080187,382.3323473617391,-1.1852039684994153,0.9305144734057946,R2C2,0.95
66.0,652.7658948185643,355.3272402364902,0.39893421308013544,-0.19469832347957572,R2C2,0.95
99.0,633.7610134361964,364.861365884461,-0.19496833011886094,0.20255691185254165,R2C2,0.95
132.0,634.6467939559132,356.3854582213886,-0.16728768887771306,-0.1506059074421412,R2C2,0.95
165.0,654.4013564001823,368.2352832923803,0.4500423875056958,0.3431368038491778,R2C2,0.95
198.0,638.7174412873163,358.63237498902623,-0.04007995977136414,-0.05698437545724078,R2C2,0.95
231.0,643.2183264533129,350.17570568769753,0.10057270166602628,-0.4093455963459358,R2C2,0.95
264.0,631.9249947068745,368.7721628833027,-0.2523439154101714,0.3655067868042783,R2C2,0.95
297.0,637.3903441371828,338.0091811891724,-0.08155174571303991,-0.9162841171178165,R2C2,0.95
330.0,630.4544256073359,370.5059456846966,-0.2982991997707529,0.43774773686235946,R2C2,0.95
363.0,635.3543445583344,357.6202750362188,-0.1451767325520481,-0.09915520682421686,R2C2,0.95
396.0,652.8367325634248,389.19376487864696,0.40114789260702555,1.2164068699436226,R2C2,0.95
429.0,625.7362265626342,381.57130901494554,-0.4457429199176799,0.8988045422893975,R2C2,0.95
462.0,615.3997444932028,362.799641963846,-0.7687579845874137,0.11665174849358473,R2C2,0.95
495.0,616.6094096097522,381.623330952067,-0.7309559496952422,0.9009721230027934,R2C2,0.95
528.0,656.678459934365,378.2034685544811,0.5212018729489065,0.7584778564367134,R2C2,0.95
561.0,622.28933690889,370.95288040775574,-0.553458221597185,0.45637001698982105,R2C2,0.95
594.0,629.61973340341,352.68183502156893,-0.3243833311434363,-0.3049235407679607,R2C2,0.95
627.0,650.1307415879746,374.0274907594993,0.31658567462420795,0.5844787816458052,R2C2,0.95
660.0,644.0884043081076,349.9522063838304,0.12776263462836113,-0.41865806734040056,R2C2,0.95
693.0,623.4836695823398,383.1090724132037,-0.516135325551883,0.9628780172168194,R2C2,0.95
726.0,651.8789182142459,371.51564698285426,0.37121619419518304,0.47981862428559285,R2C2,0.95
759.0,683.6697628542566,346.9461928218294,1.3646800891955202,-0.5439086324237752,R2C2,0.95
792.0,691.1891559681169,410.4145301366376,1.599661124003653,2.1006054223599,R2C2,0.95
825.0,672.3682624052026,373.233704504884,1.0115082001625808,0.5514043543701663,R2C2,0.95
858.0,626.7235609021935,375.91177004512355,-0.4148887218064523,0.6629904185468161,R2C2,0.95
891.0,991.1461570179298,359.65358736336174,10.973317406810308,-0.014433859859926956,R2C3,0.95
924.0,994.1913364522052,364.54127930385647,11.06847926413141,0.189219970994019,R2C3,0.95
957.0,1025.7615543088677,351.1106550741361,12.055048572152117,-0.3703893719109963,R2C3,0.95
990.0,980.2919233273942,343.95269517200836,10.634122603981071,-0.6686377011663175,R2C3,0.95
1023.0,980.6344534556424,337.1023522592583,10.644826670488827,-0.9540686558642386,R2C3,0.95
1056.0,981.7413185012138,380.6922498642313,10.679416203162928,0.8621770776763038,R2C3,0.95
1089.0,988.13376063522,364.1137225261821,10.879180019850626,0.17140510525758712,R2C3,0.95
1122.0,975.6621206782177,362.7144092784071,10.489441271194302,0.11310038660029664,R2C3,0.95
1155.0,965.184371029409,348.8199056403251,10.162011594669034,-0.46583726498645395,R2C3,0.95
1188.0,1045.0907785425652,350.6724849443714,12.659086829455163,-0.38864646065119246,R2C3,0.95
1221.0,1022.3995277078276,367.2808660019393,11.949985240869614,0.30336941674746876,R2C3,0.95
1254.0,996.9402844555052,349.5662908591208,11.154383889234536,-0.43473788086996756,R2C3,0.95
1287.0,1025.738187968269,357.16186464955393,12.054318374008401,-0.1182556396019191,R2C3,0.95
